Pose name,Pose_no,Label
5g4n_decoy_480,2,0
4y3y_decoy_409,1,0
4tmn_decoy_545,5,0
3ljo_decoy_247,2,0
3h78_decoy_481,3,0
3rz1_decoy_490,5,0
2gh9_decoy_808,3,0
5om3_decoy_171,4,0
5mro_decoy_571,1,0
1q0y_decoy_622,3,0
1d4i_decoy_531,5,0
2b07_decoy_690,5,0
2oo8_decoy_526,3,0
1z6s_decoy_274,2,0
3w5n_decoy_360,5,0
3p8p_decoy_34,1,0
4ly9_decoy_816,1,0
4a22_decoy_617,1,0
6gue_decoy_302,3,0
4iva_decoy_483,4,0
1lee_decoy_397,4,0
3g9e_decoy_439,1,0
1f5l_decoy_131,1,0
3fur_decoy_466,1,0
4n5d_decoy_529,4,0
4owm_decoy_440,4,0
3s5y_decoy_139,3,0
3qtv_decoy_516,5,0
4crb_decoy_642,1,0
3d83_decoy_541,4,0
3vhc_decoy_604,3,0
2pou_decoy_516,5,0
3zxr_decoy_85,1,0
5dlx_decoy_819,2,0
5egu_decoy_727,5,0
4ly1_decoy_874,4,0
2zc9_decoy_113,5,0
1lqd_decoy_662,2,0
4abe_decoy_530,4,0
2vyt_decoy_246,1,0
1qy2_decoy_593,4,0
4ibd_decoy_67,2,0
4r4o_decoy_481,3,0
1j01_decoy_338,2,0
3i6o_decoy_444,1,0
4tq3_decoy_734,4,0
1upf_decoy_449,1,0
3vw2_decoy_490,4,0
3hk1_decoy_528,2,0
5dgw_decoy_737,3,0
3zq9_decoy_795,5,0
2q63_decoy_542,1,0
2pvm_decoy_344,3,0
3b4f_decoy_312,2,0
5edb_decoy_518,1,0
2jxr_decoy_75,2,0
2yfx_decoy_272,2,0
2zxd_decoy_271,2,0
3pn4_decoy_703,5,0
6g14_decoy_464,4,0
4ufl_decoy_624,3,0
4e1m_decoy_907,5,0
1bty_decoy_81,3,0
1v0o_decoy_276,4,0
5fsn_decoy_746,3,0
4np9_decoy_281,2,0
4f9w_decoy_302,5,0
4at3_decoy_593,2,0
4itp_decoy_452,4,0
5jkg_decoy_438,2,0
4l4v_decoy_249,1,0
1f8d_decoy_232,2,0
4jsa_decoy_585,5,0
4j51_decoy_86,1,0
4tkh_decoy_349,3,0
5i3a_decoy_126,5,0
2xjj_decoy_698,4,0
3m35_decoy_251,3,0
1h1s_decoy_782,3,0
3rz5_decoy_946,2,0
5yfs_decoy_207,2,0
2xde_decoy_741,4,0
4a6s_decoy_629,1,0
1trd_decoy_226,4,0
4ojz_decoy_9,3,0
5h4j_decoy_290,3,0
1s5z_decoy_41,3,0
4poh_decoy_838,1,0
3b4f_decoy_664,2,0
6dys_decoy_148,5,0
5xfv_decoy_449,2,0
4x6k_decoy_29,3,0
4aia_decoy_405,2,0
6iil_decoy_855,1,0
1g7g_decoy_343,5,0
5orw_decoy_589,4,0
6gnw_decoy_693,4,0
5hrx_decoy_779,4,0
3h1x_decoy_80,2,0
1d6v_decoy_647,2,0
3hcm_decoy_584,1,0
5j6a_decoy_22,3,0
6r2c_decoy_406,1,0
5dbm_decoy_645,4,0
5fd0_decoy_322,2,0
1f0t_decoy_415,5,0
4ddm_decoy_196,2,0
6hm1_decoy_310,5,0
3djk_decoy_514,2,0
3s43_decoy_482,1,0
3m35_decoy_883,1,0
5uxf_decoy_10_deep,5,0
1wei_decoy_485,4,0
1sw2_decoy_329,4,0
2wnj_decoy_888,5,0
3lxn_decoy_128,5,0
4itp_decoy_152,1,0
1qca_decoy_209,4,0
4zx1_decoy_262,3,0
4k7i_decoy_62,5,0
3ocz_decoy_149,2,0
4kz6_decoy_98,5,0
4pnu_decoy_1,1,0
6fs0_decoy_255,5,0
5oha_decoy_174,2,0
5mgj_decoy_548,2,0
1ogd_decoy_136,3,0
3po6_decoy_118,1,0
4i74_decoy_77,2,0
3ljo_decoy_141,2,0
2zkj_decoy_378,4,0
5eyk_decoy_79,2,0
2vwn_decoy_139,3,0
4av4_decoy_509,4,0
7std_decoy_358,1,0
5amg_decoy_280,3,0
1fkg_decoy_314,3,0
1o5r_decoy_678,1,0
4gny_decoy_1_deep,1,0
3p3g_decoy_556,5,0
1yqy_decoy_880,3,0
5ehv_decoy_262,4,0
5kax_decoy_97,2,0
3jrx_decoy_336,5,0
3uod_decoy_248,3,0
3gkz_decoy_382,2,0
4iuo_decoy_101,5,0
1n2v_decoy_98,4,0
4dbm_decoy_221,4,0
2fzg_decoy_634,1,0
4muf_decoy_521,2,0
1xt3_decoy_167,4,0
1nfy_decoy_579,4,0
5dus_decoy_185,4,0
5l9l_decoy_852,3,0
1kqb_decoy_254,4,0
5e2o_decoy_304,5,0
5mlj_decoy_498,5,0
3s45_decoy_117,2,0
2psj_decoy_877,3,0
2jew_decoy_253,5,0
4cu1_decoy_250,4,0
6gon_decoy_3_deep,5,0
5j6n_decoy_244,2,0
3ivx_decoy_783,4,0
3pe2_decoy_244,1,0
2p2a_decoy_436,1,0
2bs5_decoy_558,1,0
2f80_decoy_491,4,0
4fev_decoy_217,5,0
6cn5_decoy_238,1,0
1zoh_decoy_712,2,0
4ngn_decoy_189,5,0
1l2t_decoy_47,3,0
3pck_decoy_262,4,0
6iiu_decoy_847,1,0
2e94_decoy_127,3,0
4o2p_decoy_742,1,0
3qin_decoy_674,1,0
3djo_decoy_303,2,0
3s72_decoy_469,2,0
5fs0_decoy_308,5,0
3o56_decoy_126,2,0
2xht_decoy_156,3,0
2rkg_decoy_89,5,0
3d9z_decoy_811,1,0
5my8_decoy_13,5,0
5ndf_decoy_538,3,0
5jss_decoy_715,1,0
5hrw_decoy_844,2,0
3gi4_decoy_417,1,0
4owm_decoy_176,1,0
4j28_decoy_430,5,0
3s45_decoy_835,2,0
4trc_decoy_345,4,0
1q91_decoy_758,4,0
1r37_decoy_125,2,0
3nx7_decoy_234,1,0
3sio_decoy_768,4,0
1s89_decoy_745,4,0
2vk6_decoy_542,4,0
4j7d_decoy_546,4,0
3d8z_decoy_633,4,0
2z1w_decoy_87,5,0
1odj_decoy_219,5,0
5u12_decoy_113,1,0
2v3u_decoy_136,1,0
2f6t_decoy_203,1,0
4poj_decoy_414,4,0
1g46_decoy_245,2,0
3hok_decoy_476,5,0
5lwd_decoy_792,2,0
3bgq_decoy_328,3,0
3sjf_decoy_681,2,0
4ygf_decoy_416,5,0
3kqr_decoy_388,5,0
4nvp_decoy_513,5,0
4rux_decoy_465,3,0
5uoo_decoy_136,4,0
1hsh_decoy_387,3,0
5fns_decoy_649,3,0
1w4p_decoy_398,5,0
2wc4_decoy_515,4,0
1qf1_decoy_438,4,0
4hva_decoy_873,1,0
4xtx_decoy_619,3,0
5dy5_decoy_180,1,0
6b1k_decoy_658,1,0
3jdw_decoy_157,4,0
4lwa_decoy_758,4,0
7std_decoy_152,1,0
2zxg_decoy_230,2,0
4ibi_decoy_142,5,0
3mho_decoy_854,1,0
1pbq_decoy_246,4,0
2isj_decoy_101,4,0
5k03_decoy_10,4,0
4rd3_decoy_448,3,0
4f1l_decoy_823,4,0
2nmz_decoy_799,1,0
2b9a_decoy_462,1,0
4w6z_decoy_20,5,0
1b57_decoy_39,1,0
4a95_decoy_620,4,0
3gy3_decoy_96,4,0
5kly_decoy_78,4,0
2ojj_decoy_617,5,0
2nn1_decoy_307,4,0
3ouj_decoy_1,5,0
5eij_decoy_696,4,0
4dk7_decoy_387,3,0
4nja_decoy_4_deep,2,0
1det_decoy_295,3,0
3qxv_decoy_716,3,0
5e2r_decoy_588,1,0
4aia_decoy_302,3,0
5g1z_decoy_147,3,0
6hmg_decoy_354,3,0
4ago_decoy_392,2,0
3p2e_decoy_21,1,0
2j94_decoy_187,2,0
4bc5_decoy_236,2,0
5dey_decoy_578,3,0
5vgy_decoy_651,3,0
4en4_decoy_672,2,0
2az5_decoy_238,2,0
4cst_decoy_698,2,0
2j4k_decoy_849,3,0
3pb8_decoy_2,3,0
4bfw_decoy_905,1,0
1ikt_decoy_172,2,0
3oy0_decoy_27,2,0
1swr_decoy_195,5,0
3cow_decoy_51,1,0
3rf5_decoy_139,4,0
3gi4_decoy_794,4,0
5j82_decoy_321,5,0
3nq3_decoy_198,3,0
5aba_decoy_389,5,0
1a4r_decoy_501,4,0
5org_decoy_7_deep,1,0
4djw_decoy_99,2,0
4h3f_decoy_746,3,0
4cu8_decoy_93,2,0
5dus_decoy_555,4,0
4gii_decoy_601,5,0
4dsy_decoy_374,2,0
5nkn_decoy_316,3,0
6q67_decoy_144,2,0
4mmm_decoy_279,4,0
1pb8_decoy_288,4,0
4bti_decoy_873,3,0
3hx3_decoy_197,2,0
3lgs_decoy_292,1,0
3pcf_decoy_138,1,0
5nau_decoy_875,4,0
2xjx_decoy_419,2,0
1y3x_decoy_411,2,0
5lvd_decoy_651,3,0
4g8v_decoy_8,4,0
2qg2_decoy_339,4,0
2fqy_decoy_300,1,0
1uj5_decoy_70,2,0
1tq4_decoy_358,1,0
6g3q_decoy_135,4,0
1bcd_decoy_37,5,0
4u0i_decoy_424,4,0
2cgf_decoy_59,1,0
2i80_decoy_603,2,0
1ql7_decoy_493,5,0
3kmx_decoy_21,3,0
4q1x_decoy_209,5,0
4tq3_decoy_160,3,0
1qds_decoy_672,3,0
2i6a_decoy_537,5,0
4rhx_decoy_773,4,0
4lzr_decoy_52,3,0
1ql7_decoy_483,4,0
5ehv_decoy_617,1,0
2am4_decoy_25,2,0
3cft_decoy_66,5,0
4iie_decoy_721,4,0
2vpn_decoy_45,2,0
1ndw_decoy_117,5,0
1xws_decoy_583,4,0
3m89_decoy_332,5,0
4l4v_decoy_511,3,0
5g4o_decoy_709,3,0
4lm4_decoy_634,4,0
4asj_decoy_777,2,0
1c5q_decoy_473,2,0
4ago_decoy_426,2,0
3n7a_decoy_567,1,0
3jq9_decoy_237,5,0
2q7q_decoy_319,2,0
5jnn_decoy_144,4,0
4ly9_decoy_607,2,0
4rvr_decoy_566,5,0
4j3l_decoy_620,4,0
4cig_decoy_728,4,0
4p5z_decoy_701,2,0
2zxg_decoy_450,3,0
5jgi_decoy_175,3,0
4rqu_decoy_468,5,0
5uxf_decoy_4_deep,5,0
6ibx_decoy_257,3,0
6iil_decoy_800,4,0
1w11_decoy_164,4,0
1lke_decoy_499,5,0
3t3c_decoy_423,4,0
2bvs_decoy_463,3,0
5j27_decoy_369,3,0
4bs0_decoy_69,2,0
2bza_decoy_193,2,0
1ovd_decoy_599,1,0
4arw_decoy_437,5,0
1a4k_decoy_474,5,0
2jf4_decoy_695,2,0
3vhh_decoy_700,1,0
3fed_decoy_811,1,0
6f92_decoy_104,1,0
3g2y_decoy_390,3,0
1mrw_decoy_670,5,0
4ymb_decoy_561,3,0
3zsy_decoy_515,1,0
5dnu_decoy_41,2,0
4riu_decoy_589,2,0
6b96_decoy_627,2,0
2x2m_decoy_655,5,0
6es0_decoy_729,5,0
5m7p_decoy_352,4,0
3vfb_decoy_408,4,0
2za5_decoy_397,2,0
5uk8_decoy_198,3,0
4cc6_decoy_90,3,0
1f3e_decoy_577,4,0
4n8q_decoy_326,3,0
5t9w_decoy_761,1,0
4xu2_decoy_564,4,0
3ryx_decoy_522,1,0
1atl_decoy_148,3,0
4l1a_decoy_690,4,0
2bo4_decoy_368,3,0
2ceq_decoy_83,3,0
2cgr_decoy_387,1,0
3iue_decoy_422,1,0
5uc4_decoy_354,2,0
1gwv_decoy_605,3,0
4nkt_decoy_512,2,0
4h42_decoy_601,2,0
6fv4_decoy_310,2,0
4i53_decoy_214,1,0
3nuj_decoy_444,4,0
1i9p_decoy_616,2,0
6czb_decoy_62,2,0
4rr7_decoy_95,5,0
4o09_decoy_103,5,0
4k26_decoy_804,3,0
3po6_decoy_914,1,0
1bcj_decoy_418,3,0
2ogy_decoy_670,2,0
3cd5_decoy_876,2,0
2vc9_decoy_79,4,0
4mmp_decoy_98,2,0
4c5d_decoy_525,2,0
1b55_decoy_86,2,0
5ulp_decoy_724,3,0
3hvi_decoy_294,5,0
2j7e_decoy_321,1,0
3hfb_decoy_833,4,0
5hrv_decoy_209,2,0
5wqc_decoy_682,5,0
4jia_decoy_397,5,0
3b26_decoy_358,2,0
1ps3_decoy_547,5,0
2vw1_decoy_766,3,0
3m6p_decoy_657,5,0
2wzm_decoy_228,5,0
1drj_decoy_331,2,0
3ppm_decoy_305,2,0
4iic_decoy_104,4,0
2zmm_decoy_462,1,0
5fl6_decoy_142,3,0
5cy9_decoy_507,1,0
4djq_decoy_577,2,0
5jsq_decoy_60,5,0
4b32_decoy_44,1,0
3tdc_decoy_8,1,0
4few_decoy_10,3,0
3p4v_decoy_584,1,0
4rfm_decoy_347,4,0
3hkw_decoy_326,3,0
1usk_decoy_167,5,0
5kr0_decoy_271,5,0
2pwr_decoy_19,2,0
2reg_decoy_162,3,0
5ep7_decoy_56,5,0
2v4v_decoy_204,3,0
6d50_decoy_32,1,0
4ih6_decoy_269,2,0
5xfv_decoy_336,2,0
4ll3_decoy_834,3,0
3lzu_decoy_44,1,0
3mz6_decoy_162,3,0
2xbw_decoy_684,4,0
4fua_decoy_626,1,0
1o0m_decoy_384,2,0
1bq4_decoy_647,1,0
4eox_decoy_859,5,0
3mf5_decoy_651,3,0
1m2q_decoy_233,1,0
5eqp_decoy_493,4,0
1i5r_decoy_288,1,0
6nyv_decoy_19,4,0
1yvm_decoy_115,4,0
5nkg_decoy_717,4,0
1ajn_decoy_32,5,0
4a7i_decoy_873,1,0
5ul5_decoy_113,5,0
3n3j_decoy_617,2,0
3h30_decoy_223,4,0
3g35_decoy_813,3,0
5apk_decoy_161,1,0
4pqa_decoy_507,5,0
5yj0_decoy_144,4,0
4ymq_decoy_527,5,0
5lny_decoy_119,3,0
3nty_decoy_32,3,0
5gjo_decoy_771,4,0
5g2b_decoy_97,3,0
2wnc_decoy_800,5,0
4x48_decoy_242,1,0
5lvr_decoy_69,2,0
4ufi_decoy_204,3,0
2v59_decoy_444,4,0
5aa9_decoy_162,1,0
4dzy_decoy_368,1,0
3sw8_decoy_863,5,0
1opb_decoy_677,2,0
2v58_decoy_67,1,0
2wjg_decoy_196,5,0
2jh0_decoy_50,3,0
4xuc_decoy_807,2,0
4u5o_decoy_214,4,0
2fv5_decoy_544,3,0
2o0u_decoy_600,2,0
4tte_decoy_427,4,0
6ayq_decoy_63,3,0
3imc_decoy_39,5,0
5yh8_decoy_594,5,0
1oyt_decoy_110,5,0
5jvi_decoy_431,2,0
3qqa_decoy_335,5,0
2yaz_decoy_117,5,0
3d8z_decoy_773,3,0
4gzp_decoy_749,4,0
6cbf_decoy_675,4,0
2xya_decoy_138,1,0
1yfz_decoy_423,3,0
3i73_decoy_478,1,0
3t5u_decoy_334,4,0
2zft_decoy_271,5,0
3b66_decoy_15,1,0
5mgf_decoy_118,5,0
4xj2_decoy_632,3,0
5om3_decoy_441,2,0
1ws5_decoy_179,4,0
1opb_decoy_342,2,0
5kxe_decoy_188,3,0
4csd_decoy_349,2,0
3ibi_decoy_213,2,0
3bxd_decoy_409,2,0
1hsh_decoy_2,4,0
1rjk_decoy_720,1,0
6h38_decoy_677,4,0
6std_decoy_766,3,0
1v7a_decoy_170,5,0
6nor_decoy_79,5,0
3mss_decoy_25,5,0
3fed_decoy_38,3,0
1k21_decoy_4,1,0
5o2d_decoy_717,4,0
3i4b_decoy_778,1,0
1g45_decoy_736,2,0
2csn_decoy_678,4,0
1tf9_decoy_451,3,0
3wz6_decoy_448,1,0
1ik4_decoy_418,2,0
5g4m_decoy_753,4,0
1y1z_decoy_204,2,0
1lgw_decoy_47,3,0
4ivb_decoy_775,2,0
3hx3_decoy_954,2,0
3ovn_decoy_593,5,0
6dj5_decoy_411,4,0
2glp_decoy_803,5,0
4b5w_decoy_268,4,0
1gi4_decoy_361,2,0
6ma3_decoy_867,5,0
3l3m_decoy_391,1,0
2rk8_decoy_128,1,0
2bs5_decoy_14,4,0
1o86_decoy_626,4,0
5am7_decoy_241,3,0
2o1o_decoy_688,5,0
3sha_decoy_625,5,0
3r4n_decoy_240,3,0
4zcs_decoy_374,3,0
1al8_decoy_248,5,0
2zcr_decoy_449,4,0
1u71_decoy_780,4,0
5ko5_decoy_224,4,0
1f8e_decoy_500,3,0
4uap_decoy_14,3,0
1mrw_decoy_479,3,0
2hnc_decoy_499,5,0
3zy6_decoy_331,4,0
4lo2_decoy_223,2,0
4cwp_decoy_781,5,0
1owh_decoy_49,4,0
5mmg_decoy_113,2,0
4i3z_decoy_309,5,0
5ggn_decoy_120,5,0
3veh_decoy_102,4,0
1o35_decoy_47,3,0
2uwo_decoy_557,5,0
1v0k_decoy_633,1,0
3bra_decoy_228,3,0
1nq7_decoy_122,2,0
3r17_decoy_67,1,0
4mo8_decoy_687,5,0
1jzs_decoy_850,5,0
4de5_decoy_734,2,0
4q6e_decoy_284,3,0
4jls_decoy_34,4,0
1p1n_decoy_615,4,0
2b9a_decoy_123,2,0
4lyw_decoy_691,1,0
3buf_decoy_66,1,0
4cfl_decoy_665,5,0
6glb_decoy_712,5,0
5f1r_decoy_409,4,0
3jqm_decoy_173,4,0
6eji_decoy_414,3,0
1gwv_decoy_31,1,0
3n2v_decoy_33,2,0
5kew_decoy_755,5,0
5xqw_decoy_759,3,0
3vrv_decoy_499,4,0
4m0f_decoy_264,2,0
4u0i_decoy_608,3,0
4nra_decoy_164,1,0
4pa0_decoy_267,3,0
4nvp_decoy_383,1,0
2gbp_decoy_55,1,0
2jdu_decoy_561,4,0
3o9i_decoy_478,4,0
2jew_decoy_537,1,0
6r2c_decoy_23,5,0
1q0y_decoy_208,4,0
2wyj_decoy_455,1,0
3hky_decoy_17,2,0
1rp7_decoy_87,1,0
1f8b_decoy_488,3,0
4p6x_decoy_515,2,0
3kiv_decoy_45,4,0
4hdf_decoy_256,1,0
3mkn_decoy_507,5,0
4pzv_decoy_487,5,0
5g1z_decoy_810,4,0
2gkl_decoy_196,1,0
3n2u_decoy_259,1,0
4crl_decoy_320,5,0
3eft_decoy_646,4,0
4oag_decoy_328,3,0
3sio_decoy_122,4,0
3tge_decoy_826,4,0
1v2u_decoy_339,5,0
6gon_decoy_1_deep,1,0
5fns_decoy_277,4,0
3qqa_decoy_31,2,0
5o4f_decoy_149,4,0
6cwh_decoy_1,3,0
1hlk_decoy_218,4,0
2ojj_decoy_77,4,0
4kao_decoy_762,4,0
4f3c_decoy_682,5,0
4wqq_decoy_126,3,0
5l8n_decoy_264,5,0
4poj_decoy_378,1,0
6cfc_decoy_207,3,0
4r73_decoy_730,3,0
3uew_decoy_5_deep,3,0
4mnp_decoy_813,3,0
3ga5_decoy_580,4,0
4gqq_decoy_522,1,0
4heg_decoy_633,5,0
1igb_decoy_96,5,0
5ofi_decoy_353,4,0
3vfb_decoy_885,4,0
6d9x_decoy_467,4,0
4r4o_decoy_43,1,0
4ej8_decoy_392,4,0
2ogy_decoy_391,3,0
2pov_decoy_668,2,0
3i51_decoy_109,2,0
3kmx_decoy_617,2,0
2a06_decoy_349,2,0
4kwf_decoy_26,4,0
1g3d_decoy_825,2,0
4m14_decoy_656,3,0
1tt1_decoy_786,5,0
4h7q_decoy_304,5,0
6cbf_decoy_201,2,0
3o9p_decoy_564,3,0
4cr9_decoy_17,2,0
3djf_decoy_799,5,0
6gzd_decoy_585,5,0
4gue_decoy_532,3,0
5ie3_decoy_180,3,0
5t9u_decoy_440,4,0
1g36_decoy_457,5,0
5zaf_decoy_106,2,0
4bt5_decoy_135,5,0
5iyy_decoy_79,4,0
4zzx_decoy_808,5,0
4ygf_decoy_245,5,0
4ql1_decoy_152,5,0
3fj7_decoy_172,4,0
3uz5_decoy_19,2,0
3g1d_decoy_289,1,0
2hu6_decoy_639,4,0
4ipj_decoy_527,2,0
2bo4_decoy_130,1,0
4ibc_decoy_775,2,0
4lbu_decoy_99,4,0
6c0t_decoy_702,2,0
4j28_decoy_53,1,0
4w9k_decoy_776,3,0
2xdk_decoy_87,1,0
4xit_decoy_546,1,0
10gs_decoy_315,1,0
2oo0_decoy_37,5,0
4crc_decoy_441,3,0
3pwk_decoy_447,4,0
2h6b_decoy_742,5,0
4mss_decoy_477,1,0
2ax9_decoy_678,5,0
2d1n_decoy_319,3,0
2ha2_decoy_360,2,0
1onz_decoy_591,5,0
1kyv_decoy_775,3,0
2zof_decoy_840,3,0
5a5q_decoy_226,5,0
2v54_decoy_82,5,0
6ma4_decoy_533,1,0
2arm_decoy_259,5,0
4xya_decoy_729,5,0
4yz5_decoy_643,3,0
4ibk_decoy_516,2,0
3l0v_decoy_642,1,0
5h85_decoy_650,4,0
4bxk_decoy_796,1,0
2p2a_decoy_321,1,0
3g3r_decoy_192,4,0
4gzt_decoy_591,4,0
4pjt_decoy_434,4,0
5f25_decoy_586,3,0
4abf_decoy_175,3,0
2jh0_decoy_39,1,0
4kmz_decoy_848,1,0
3cj5_decoy_71,4,0
3hl5_decoy_901,3,0
4nl1_decoy_539,2,0
6b96_decoy_604,4,0
2zxg_decoy_755,3,0
5a81_decoy_670,3,0
1lpk_decoy_478,1,0
5chr_decoy_585,4,0
6e9a_decoy_766,4,0
5c3r_decoy_313,3,0
2o4z_decoy_283,5,0
2r23_decoy_845,4,0
5laq_decoy_527,4,0
5l8y_decoy_288,2,0
1zp8_decoy_429,5,0
5ee7_decoy_172,1,0
5ose_decoy_67,2,0
4djy_decoy_72,2,0
1pot_decoy_1_deep,2,0
3f8f_decoy_343,2,0
4n6z_decoy_692,4,0
4lbu_decoy_621,2,0
4u0f_decoy_287,1,0
1bzy_decoy_682,3,0
4q09_decoy_487,2,0
4cr9_decoy_106,3,0
6ar9_decoy_531,3,0
2ql9_decoy_853,2,0
4zzz_decoy_610,2,0
5jnn_decoy_37,1,0
5otz_decoy_591,5,0
6gfz_decoy_247,2,0
4cmo_decoy_369,2,0
2oo8_decoy_911,3,0
5ie1_decoy_352,3,0
3k97_decoy_552,5,0
1qf5_decoy_58,3,0
5ehw_decoy_638,4,0
4o9v_decoy_173,1,0
2xj7_decoy_319,4,0
4bxk_decoy_820,5,0
5ep7_decoy_521,2,0
3zns_decoy_437,5,0
6hlx_decoy_613,5,0
1g2l_decoy_372,2,0
3ip8_decoy_525,4,0
4rd3_decoy_667,5,0
4qac_decoy_460,3,0
5hz8_decoy_592,2,0
6bs3_decoy_592,2,0
3ozg_decoy_450,4,0
2q8h_decoy_108,1,0
3k8q_decoy_211,5,0
2w9h_decoy_757,1,0
1b8y_decoy_710,5,0
5hwu_decoy_545,3,0
5owl_decoy_738,1,0
5zaj_decoy_67,1,0
1tow_decoy_326,2,0
3bl7_decoy_309,1,0
3rbu_decoy_428,4,0
5n1z_decoy_128,2,0
6b4u_decoy_87,2,0
5fcz_decoy_706,4,0
5efh_decoy_372,1,0
4djr_decoy_446,5,0
5kww_decoy_511,5,0
1ndw_decoy_614,2,0
5u4d_decoy_592,5,0
3dx2_decoy_595,2,0
3gta_decoy_654,4,0
2we3_decoy_378,4,0
4p5z_decoy_424,3,0
3e92_decoy_289,2,0
5cxa_decoy_415,2,0
1fh7_decoy_437,3,0
6czb_decoy_469,3,0
3g30_decoy_648,1,0
1ajp_decoy_270,3,0
3k5v_decoy_752,2,0
3d7k_decoy_429,5,0
3r4p_decoy_317,3,0
2amt_decoy_501,3,0
2bw7_decoy_490,2,0
4k0o_decoy_456,5,0
3hf8_decoy_775,1,0
3ppr_decoy_130,2,0
6j72_decoy_35,4,0
2pvj_decoy_271,4,0
5f1r_decoy_629,4,0
4r4i_decoy_710,3,0
5ha1_decoy_545,4,0
3v2p_decoy_8_deep,2,0
5kax_decoy_654,1,0
2haw_decoy_253,4,0
1yvm_decoy_704,1,0
6pi5_decoy_227,2,0
1i9p_decoy_62,1,0
5dpx_decoy_22,4,0
1k6p_decoy_52,1,0
6g3a_decoy_478,1,0
2i0g_decoy_404,3,0
1lgt_decoy_352,3,0
2pwc_decoy_672,2,0
5sz3_decoy_441,4,0
2aac_decoy_311,4,0
5u28_decoy_194,3,0
1jqd_decoy_423,5,0
6got_decoy_192,3,0
3bgb_decoy_114,3,0
6faa_decoy_210,4,0
3nb5_decoy_183,5,0
1wur_decoy_671,5,0
6eij_decoy_317,4,0
4wa4_decoy_885,2,0
4q83_decoy_406,4,0
3zln_decoy_116,5,0
5anv_decoy_271,2,0
1o86_decoy_406,1,0
5dnu_decoy_569,4,0
2hu6_decoy_581,4,0
4a3r_decoy_77,5,0
6hqq_decoy_584,3,0
1o5r_decoy_608,5,0
3ryy_decoy_918,3,0
2q8z_decoy_173,5,0
1ql9_decoy_198,4,0
4fcq_decoy_777,4,0
4w9c_decoy_698,1,0
4djv_decoy_324,1,0
4ish_decoy_582,4,0
6dj1_decoy_483,3,0
5cj6_decoy_235,5,0
6c1s_decoy_318,3,0
2ccc_decoy_217,3,0
4dfu_decoy_310,2,0
4y3y_decoy_43,3,0
3cd7_decoy_178,4,0
4n07_decoy_553,3,0
3hek_decoy_535,1,0
2d3u_decoy_336,5,0
3gkz_decoy_183,2,0
2qg0_decoy_728,2,0
3ui7_decoy_473,5,0
1lbk_decoy_889,4,0
1bxr_decoy_341,2,0
3a1c_decoy_143,2,0
4auj_decoy_388,2,0
4rwj_decoy_860,3,0
5flo_decoy_37,1,0
4jaw_decoy_149,1,0
5jxq_decoy_304,1,0
1ovd_decoy_444,5,0
1fd0_decoy_520,4,0
1w96_decoy_544,1,0
1x8d_decoy_13,5,0
4km0_decoy_841,5,0
1hku_decoy_218,1,0
4bt4_decoy_140,1,0
1q5k_decoy_101,1,0
5kby_decoy_196,3,0
5nih_decoy_282,2,0
1sgu_decoy_646,5,0
1f0u_decoy_232,5,0
3igp_decoy_592,5,0
3zze_decoy_99,5,0
6dif_decoy_220,5,0
1o1s_decoy_434,4,0
3cj2_decoy_130,4,0
3f8e_decoy_34,4,0
5e1s_decoy_640,3,0
1ecq_decoy_772,1,0
4zcw_decoy_261,3,0
5aav_decoy_334,3,0
4egk_decoy_418,5,0
5m17_decoy_314,1,0
4rra_decoy_749,2,0
2gz2_decoy_291,4,0
2rdt_decoy_36,5,0
4fht_decoy_294,4,0
4u6c_decoy_525,2,0
3e5u_decoy_457,4,0
2boj_decoy_310,1,0
1fhw_decoy_689,1,0
1nc1_decoy_575,1,0
2yb9_decoy_365,4,0
3u5j_decoy_308,3,0
4ggl_decoy_237,2,0
4tmn_decoy_244,4,0
1tx7_decoy_662,1,0
4rfr_decoy_37,3,0
4xj2_decoy_16,3,0
3o84_decoy_169,3,0
5e13_decoy_395,2,0
3u8k_decoy_835,5,0
1o7o_decoy_594,3,0
5cqt_decoy_23,3,0
1xmu_decoy_464,3,0
6nyv_decoy_113,3,0
3b7r_decoy_132,2,0
4uap_decoy_675,3,0
2e5y_decoy_241,5,0
3std_decoy_771,4,0
4ysx_decoy_782,2,0
5y3n_decoy_111,4,0
1li3_decoy_17,1,0
5om7_decoy_140,3,0
2hnx_decoy_3_deep,2,0
5lub_decoy_220,3,0
6g39_decoy_580,3,0
1c88_decoy_771,1,0
3p3r_decoy_439,2,0
6fng_decoy_495,1,0
1njs_decoy_77,5,0
3sfg_decoy_349,3,0
1gnn_decoy_614,3,0
3ctt_decoy_640,2,0
6eux_decoy_136,3,0
2pfy_decoy_523,5,0
3nox_decoy_350,4,0
5aol_decoy_226,1,0
2jgb_decoy_321,2,0
2ewb_decoy_475,5,0
1o35_decoy_65,2,0
5c3p_decoy_653,5,0
4xnv_decoy_852,4,0
1m2q_decoy_456,1,0
4kyk_decoy_273,4,0
1fby_decoy_658,4,0
4n9i_decoy_526,2,0
3nw3_decoy_436,3,0
3c1x_decoy_783,1,0
5ar0_decoy_494,3,0
3fvk_decoy_313,3,0
3hig_decoy_181,1,0
3ocz_decoy_629,1,0
1ogd_decoy_1,3,0
4kp8_decoy_642,4,0
3kiv_decoy_235,4,0
4mc9_decoy_281,4,0
