Pose_name,PDBCode,Ligand no.,Pose_no,rmsd,label_models_58,Use_in_models_58,number
1qf5_rdkit_ligand_15,PDB_1qf5,656,15,4.742447259,0,1,3266
1qft_rdkit_ligand_01,PDB_1qft,657,1,0.463467906,1,1,3267
1qft_rdkit_ligand_04,PDB_1qft,657,4,9.586940538,0,1,3268
1qft_rdkit_ligand_05,PDB_1qft,657,5,1.342374203,1,1,3269
1qft_rdkit_ligand_06,PDB_1qft,657,6,9.411309506,0,1,3270
1qft_rdkit_ligand_07,PDB_1qft,657,7,9.021263617,0,1,3271
1qg6_rdkit_ligand_02,PDB_1qg6,658,2,10.5067473,0,1,3272
1qg6_rdkit_ligand_04,PDB_1qg6,658,4,9.664940046,0,1,3273
1qg6_rdkit_ligand_09,PDB_1qg6,658,9,1.813719734,1,1,3274
1qg6_rdkit_ligand_16,PDB_1qg6,658,16,5.074795737,0,1,3275
1qin_rdkit_ligand_01,PDB_1qin,659,1,1.442546449,1,1,3276
1qin_rdkit_ligand_03,PDB_1qin,659,3,7.895119458,0,1,3277
1qin_rdkit_ligand_04,PDB_1qin,659,4,7.892110896,0,1,3278
1qin_rdkit_ligand_05,PDB_1qin,659,5,8.063988397,0,1,3279
1qin_rdkit_ligand_08,PDB_1qin,659,8,1.889189099,1,1,3280
1qk3_rdkit_ligand_03,PDB_1qk3,660,3,0.706975836,1,1,3281
1qk3_rdkit_ligand_09,PDB_1qk3,660,9,10.37646492,0,1,3282
1qk3_rdkit_ligand_10,PDB_1qk3,660,10,12.49810115,0,1,3283
1qk3_rdkit_ligand_11,PDB_1qk3,660,11,10.4964807,0,1,3284
1qk4_rdkit_ligand_01,PDB_1qk4,661,1,7.151429106,0,1,3285
1qk4_rdkit_ligand_03,PDB_1qk4,661,3,7.16556525,0,1,3286
1qk4_rdkit_ligand_04,PDB_1qk4,661,4,5.299794282,0,1,3287
1qk4_rdkit_ligand_05,PDB_1qk4,661,5,1.104335271,0,1,3288
1qkt_rdkit_ligand_01,PDB_1qkt,662,1,0.699367929,1,1,3289
1qkt_rdkit_ligand_02,PDB_1qkt,662,2,0.958961209,1,1,3290
1qkt_rdkit_ligand_03,PDB_1qkt,662,3,6.367245354,0,1,3291
1qkt_rdkit_ligand_04,PDB_1qkt,662,4,6.563097497,0,1,3292
1qkt_rdkit_ligand_08,PDB_1qkt,662,8,6.109551195,0,1,3293
1ql7_rdkit_ligand_01,PDB_1ql7,663,1,9.205776348,0,1,3294
1ql7_rdkit_ligand_02,PDB_1ql7,663,2,9.276733873,0,1,3295
1ql7_rdkit_ligand_03,PDB_1ql7,663,3,8.459690853,0,1,3296
1ql7_rdkit_ligand_06,PDB_1ql7,663,6,1.390985157,1,1,3297
1ql9_rdkit_ligand_01,PDB_1ql9,664,1,8.16005443,0,1,3298
1ql9_rdkit_ligand_02,PDB_1ql9,664,2,8.856730663,0,1,3299
1ql9_rdkit_ligand_03,PDB_1ql9,664,3,9.716567863,0,1,3300
1qpb_rdkit_ligand_06,PDB_1qpb,665,6,4.515877305,0,1,3301
1qpb_rdkit_ligand_09,PDB_1qpb,665,9,0.986444288,0,1,3302
1qpb_rdkit_ligand_10,PDB_1qpb,665,10,1.633914114,0,1,3303
1qxk_rdkit_ligand_01,PDB_1qxk,666,1,0.975793316,1,1,3304
1qxk_rdkit_ligand_05,PDB_1qxk,666,5,1.510517613,1,1,3305
1qxk_rdkit_ligand_06,PDB_1qxk,666,6,1.571727015,1,1,3306
1qxk_rdkit_ligand_09,PDB_1qxk,666,9,9.96546555,0,1,3307
1qxk_rdkit_ligand_14,PDB_1qxk,666,14,5.136802744,0,1,3308
1qxk_rdkit_ligand_17,PDB_1qxk,666,17,10.52177558,0,1,3309
1qxw_rdkit_ligand_01,PDB_1qxw,667,1,0.701529859,1,1,3310
1qxw_rdkit_ligand_02,PDB_1qxw,667,2,1.233461535,1,1,3311
1qxw_rdkit_ligand_07,PDB_1qxw,667,7,5.220106074,0,1,3312
1qxw_rdkit_ligand_09,PDB_1qxw,667,9,4.805712791,0,1,3313
1qxw_rdkit_ligand_12,PDB_1qxw,667,12,5.294591728,0,1,3314
1qxw_rdkit_ligand_13,PDB_1qxw,667,13,1.92689847,1,1,3315
1qxw_rdkit_ligand_15,PDB_1qxw,667,15,1.719715799,1,1,3316
1qxw_rdkit_ligand_20,PDB_1qxw,667,20,1.646468363,1,1,3317
1qy1_rdkit_ligand_04,PDB_1qy1,668,4,1.174359648,1,1,3318
1qy1_rdkit_ligand_06,PDB_1qy1,668,6,1.945009662,1,1,3319
1qy1_rdkit_ligand_12,PDB_1qy1,668,12,4.708513946,0,1,3320
1qy1_rdkit_ligand_17,PDB_1qy1,668,17,0.348018917,1,1,3321
1qy2_rdkit_ligand_03,PDB_1qy2,669,3,0.568397028,1,1,3322
1qy2_rdkit_ligand_04,PDB_1qy2,669,4,1.164826948,1,1,3323
1qy2_rdkit_ligand_09,PDB_1qy2,669,9,1.170142377,1,1,3324
1qyg_rdkit_ligand_01,PDB_1qyg,670,1,0.562326291,1,1,3325
1qyg_rdkit_ligand_07,PDB_1qyg,670,7,6.905767769,0,1,3326
1qyg_rdkit_ligand_13,PDB_1qyg,670,13,1.417308398,1,1,3327
1qyg_rdkit_ligand_16,PDB_1qyg,670,16,1.669749568,1,1,3328
1qyg_rdkit_ligand_20,PDB_1qyg,670,20,8.080850005,0,1,3329
1qzy_rdkit_ligand_01,PDB_1qzy,671,1,1.03588175,1,1,3330
1qzy_rdkit_ligand_03,PDB_1qzy,671,3,1.533359939,1,1,3331
1qzy_rdkit_ligand_04,PDB_1qzy,671,4,1.64380515,1,1,3332
1qzy_rdkit_ligand_06,PDB_1qzy,671,6,1.86966115,1,1,3333
1qzy_rdkit_ligand_11,PDB_1qzy,671,11,6.947817366,0,1,3334
1qzy_rdkit_ligand_15,PDB_1qzy,671,15,7.427691825,0,1,3335
1qzy_rdkit_ligand_18,PDB_1qzy,671,18,7.237124135,0,1,3336
1r0x_rdkit_ligand_01,PDB_1r0x,672,1,5.558853862,0,1,3337
1r0x_rdkit_ligand_02,PDB_1r0x,672,2,5.586208565,0,1,3338
1r0x_rdkit_ligand_03,PDB_1r0x,672,3,6.283627076,0,1,3339
1r1h_rdkit_ligand_01,PDB_1r1h,673,1,1.161190768,1,1,3340
1r1h_rdkit_ligand_02,PDB_1r1h,673,2,1.084909388,1,1,3341
1r1h_rdkit_ligand_09,PDB_1r1h,673,9,4.549148499,0,1,3342
1r1h_rdkit_ligand_10,PDB_1r1h,673,10,7.814023508,0,1,3343
1r1h_rdkit_ligand_12,PDB_1r1h,673,12,7.847846129,0,1,3344
1r1j_rdkit_ligand_04,PDB_1r1j,674,4,1.322531353,1,1,3345
1r1j_rdkit_ligand_06,PDB_1r1j,674,6,6.567480698,0,1,3346
1r1j_rdkit_ligand_08,PDB_1r1j,674,8,9.225485492,0,1,3347
1r1j_rdkit_ligand_09,PDB_1r1j,674,9,1.87873949,1,1,3348
1r1j_rdkit_ligand_10,PDB_1r1j,674,10,6.290116082,0,1,3349
1r37_rdkit_ligand_01,PDB_1r37,675,1,7.473123332,0,1,3350
1r37_rdkit_ligand_02,PDB_1r37,675,2,6.130749207,0,1,3351
1r37_rdkit_ligand_03,PDB_1r37,675,3,7.456961446,0,1,3352
1r37_rdkit_ligand_06,PDB_1r37,675,6,1.420983755,1,1,3353
1r37_rdkit_ligand_07,PDB_1r37,675,7,0.88209136,1,1,3354
1r37_rdkit_ligand_14,PDB_1r37,675,14,1.123311696,1,1,3355
1r37_rdkit_ligand_20,PDB_1r37,675,20,1.227937159,1,1,3356
1r5y_rdkit_ligand_02,PDB_1r5y,676,2,4.785986403,0,1,3357
1r5y_rdkit_ligand_05,PDB_1r5y,676,5,1.500552872,1,1,3358
1r5y_rdkit_ligand_06,PDB_1r5y,676,6,5.111052737,0,1,3359
1r5y_rdkit_ligand_07,PDB_1r5y,676,7,7.458289807,0,1,3360
1r9l_rdkit_ligand_01,PDB_1r9l,677,1,0.410523599,1,1,3361
1r9l_rdkit_ligand_02,PDB_1r9l,677,2,0.438308824,1,1,3362
1r9l_rdkit_ligand_03,PDB_1r9l,677,3,0.419531286,1,1,3363
1r9l_rdkit_ligand_19,PDB_1r9l,677,19,5.965100607,0,1,3364
1r9l_rdkit_ligand_20,PDB_1r9l,677,20,6.39876238,0,1,3365
1rbo_rdkit_ligand_01,PDB_1rbo,678,1,1.591984192,1,1,3366
1rbo_rdkit_ligand_02,PDB_1rbo,678,2,1.63558066,1,1,3367
1rbo_rdkit_ligand_03,PDB_1rbo,678,3,1.611464507,1,1,3368
1rbo_rdkit_ligand_04,PDB_1rbo,678,4,1.622048749,1,1,3369
1rbo_rdkit_ligand_05,PDB_1rbo,678,5,1.630108016,1,1,3370
1rbo_rdkit_ligand_09,PDB_1rbo,678,9,7.395196317,0,1,3371
1rbo_rdkit_ligand_13,PDB_1rbo,678,13,7.162800001,0,1,3372
1rbo_rdkit_ligand_14,PDB_1rbo,678,14,7.271221411,0,1,3373
1rbp_rdkit_ligand_01,PDB_1rbp,679,1,1.411456846,1,1,3374
1rbp_rdkit_ligand_02,PDB_1rbp,679,2,0.801300728,1,1,3375
1rbp_rdkit_ligand_03,PDB_1rbp,679,3,1.382511741,1,1,3376
1rbp_rdkit_ligand_05,PDB_1rbp,679,5,1.290163648,1,1,3377
1rbp_rdkit_ligand_09,PDB_1rbp,679,9,1.357989322,1,1,3378
1rbp_rdkit_ligand_14,PDB_1rbp,679,14,9.169761304,0,1,3379
1rbp_rdkit_ligand_15,PDB_1rbp,679,15,9.170185035,0,1,3380
1rbp_rdkit_ligand_16,PDB_1rbp,679,16,4.582450124,0,1,3381
1rd4_rdkit_ligand_05,PDB_1rd4,680,5,1.369390902,1,1,3382
1rd4_rdkit_ligand_09,PDB_1rd4,680,9,1.768563508,1,1,3383
1rd4_rdkit_ligand_10,PDB_1rd4,680,10,1.862010638,1,1,3384
1rd4_rdkit_ligand_15,PDB_1rd4,680,15,1.969166747,1,1,3385
1rd4_rdkit_ligand_19,PDB_1rd4,680,19,9.778161742,0,1,3386
1rd4_rdkit_ligand_20,PDB_1rd4,680,20,10.20508963,0,1,3387
1rdt_rdkit_ligand_03,PDB_1rdt,681,3,0.548794066,1,1,3388
1rdt_rdkit_ligand_05,PDB_1rdt,681,5,1.873562825,1,1,3389
1rdt_rdkit_ligand_09,PDB_1rdt,681,9,1.42513936,1,1,3390
1rdt_rdkit_ligand_10,PDB_1rdt,681,10,5.225839764,0,1,3391
1rdt_rdkit_ligand_11,PDB_1rdt,681,11,9.345052806,0,1,3392
1rdt_rdkit_ligand_12,PDB_1rdt,681,12,9.594637911,0,1,3393
1re8_rdkit_ligand_01,PDB_1re8,682,1,11.16258368,0,1,3394
1re8_rdkit_ligand_02,PDB_1re8,682,2,11.25190017,0,1,3395
1re8_rdkit_ligand_03,PDB_1re8,682,3,11.03928512,0,1,3396
1re9_rdkit_ligand_01,PDB_1re9,683,1,4.765379145,0,1,3397
1re9_rdkit_ligand_02,PDB_1re9,683,2,4.781718294,0,1,3398
1re9_rdkit_ligand_03,PDB_1re9,683,3,4.763001528,0,1,3399
1riw_rdkit_ligand_01,PDB_1riw,684,1,6.986985206,0,1,3400
1riw_rdkit_ligand_02,PDB_1riw,684,2,7.174650474,0,1,3401
1riw_rdkit_ligand_03,PDB_1riw,684,3,7.146086355,0,1,3402
1riw_rdkit_ligand_19,PDB_1riw,684,19,1.26030238,1,1,3403
1rjk_rdkit_ligand_01,PDB_1rjk,685,1,1.329724972,1,1,3404
1rjk_rdkit_ligand_02,PDB_1rjk,685,2,9.608333685,0,1,3405
1rjk_rdkit_ligand_03,PDB_1rjk,685,3,1.882458127,1,1,3406
1rjk_rdkit_ligand_04,PDB_1rjk,685,4,9.428707428,0,1,3407
1rjk_rdkit_ligand_05,PDB_1rjk,685,5,1.60663657,1,1,3408
1rjk_rdkit_ligand_06,PDB_1rjk,685,6,9.609359621,0,1,3409
1rjk_rdkit_ligand_20,PDB_1rjk,685,20,1.940957307,1,1,3410
1rm0_rdkit_ligand_09,PDB_1rm0,686,9,6.187615696,0,1,3411
1rm0_rdkit_ligand_10,PDB_1rm0,686,10,6.192626093,0,1,3412
1rm0_rdkit_ligand_11,PDB_1rm0,686,11,6.038207317,0,1,3413
1rmz_rdkit_ligand_01,PDB_1rmz,687,1,0.886366634,1,1,3414
1rmz_rdkit_ligand_02,PDB_1rmz,687,2,0.905875399,1,1,3415
1rmz_rdkit_ligand_08,PDB_1rmz,687,8,1.361653179,1,1,3416
1rmz_rdkit_ligand_20,PDB_1rmz,687,20,4.684778416,0,1,3417
1rnm_rdkit_ligand_01,PDB_1rnm,688,1,4.551779213,0,1,3418
1rnm_rdkit_ligand_04,PDB_1rnm,688,4,4.881014478,0,1,3419
1rnm_rdkit_ligand_06,PDB_1rnm,688,6,5.882297559,0,1,3420
1rnt_rdkit_ligand_05,PDB_1rnt,689,5,6.055056981,0,1,3421
1rnt_rdkit_ligand_09,PDB_1rnt,689,9,6.028832422,0,1,3422
1rnt_rdkit_ligand_10,PDB_1rnt,689,10,5.830952327,0,1,3423
1ro6_rdkit_ligand_01,PDB_1ro6,690,1,0.623580789,1,1,3424
1ro6_rdkit_ligand_02,PDB_1ro6,690,2,1.309467812,1,1,3425
1ro6_rdkit_ligand_04,PDB_1ro6,690,4,6.38198515,0,1,3426
1ro6_rdkit_ligand_05,PDB_1ro6,690,5,6.442280943,0,1,3427
1ro6_rdkit_ligand_07,PDB_1ro6,690,7,1.767985266,1,1,3428
1ro6_rdkit_ligand_08,PDB_1ro6,690,8,5.862462644,0,1,3429
1ro6_rdkit_ligand_12,PDB_1ro6,690,12,1.341309155,1,1,3430
1rp7_rdkit_ligand_01,PDB_1rp7,691,1,1.572375756,1,1,3431
1rp7_rdkit_ligand_02,PDB_1rp7,691,2,1.463064554,1,1,3432
1rp7_rdkit_ligand_05,PDB_1rp7,691,5,1.726041693,1,1,3433
1rp7_rdkit_ligand_12,PDB_1rp7,691,12,4.793309369,0,1,3434
1rp7_rdkit_ligand_14,PDB_1rp7,691,14,5.449821696,0,1,3435
1rp7_rdkit_ligand_18,PDB_1rp7,691,18,7.708322359,0,1,3436
1rpj_rdkit_ligand_01,PDB_1rpj,692,1,0.673147829,1,1,3437
1rpj_rdkit_ligand_03,PDB_1rpj,692,3,9.701005025,0,1,3438
1rpj_rdkit_ligand_04,PDB_1rpj,692,4,9.879845119,0,1,3439
1rpj_rdkit_ligand_09,PDB_1rpj,692,9,10.11183014,0,1,3440
1rql_rdkit_ligand_01,PDB_1rql,693,1,0.490733804,0,1,3441
1rql_rdkit_ligand_02,PDB_1rql,693,2,0.594624251,0,1,3442
1rql_rdkit_ligand_03,PDB_1rql,693,3,0.577219485,0,1,3443
1rql_rdkit_ligand_04,PDB_1rql,693,4,1.542468044,0,1,3444
1rql_rdkit_ligand_05,PDB_1rql,693,5,1.493120335,0,1,3445
1rr6_rdkit_ligand_01,PDB_1rr6,694,1,1.605762092,1,1,3446
1rr6_rdkit_ligand_04,PDB_1rr6,694,4,6.203694107,0,1,3447
1rr6_rdkit_ligand_06,PDB_1rr6,694,6,6.278497998,0,1,3448
1rr6_rdkit_ligand_07,PDB_1rr6,694,7,6.172762548,0,1,3449
1rsd_rdkit_ligand_01,PDB_1rsd,695,1,12.32999195,0,1,3450
1rsd_rdkit_ligand_02,PDB_1rsd,695,2,13.26399357,0,1,3451
1rsd_rdkit_ligand_03,PDB_1rsd,695,3,13.32549089,0,1,3452
1rtf_rdkit_ligand_01,PDB_1rtf,696,1,0.239705375,0,1,3453
1rtf_rdkit_ligand_02,PDB_1rtf,696,2,0.249841061,0,1,3454
1rtf_rdkit_ligand_03,PDB_1rtf,696,3,0.381772765,0,1,3455
1rtf_rdkit_ligand_04,PDB_1rtf,696,4,0.376804105,0,1,3456
1rtf_rdkit_ligand_18,PDB_1rtf,696,18,4.673740448,0,1,3457
1rtf_rdkit_ligand_19,PDB_1rtf,696,19,4.812017964,0,1,3458
1rwq_rdkit_ligand_01,PDB_1rwq,697,1,4.707447976,0,1,3459
1rwq_rdkit_ligand_02,PDB_1rwq,697,2,4.6566253,0,1,3460
1rwq_rdkit_ligand_03,PDB_1rwq,697,3,4.769136116,0,1,3461
1s17_rdkit_ligand_07,PDB_1s17,698,7,6.695818457,0,1,3462
1s17_rdkit_ligand_08,PDB_1s17,698,8,4.804458873,0,1,3463
1s17_rdkit_ligand_09,PDB_1s17,698,9,4.677637264,0,1,3464
1s19_rdkit_ligand_02,PDB_1s19,699,2,8.482185888,0,1,3465
1s19_rdkit_ligand_03,PDB_1s19,699,3,8.755823325,0,1,3466
1s19_rdkit_ligand_04,PDB_1s19,699,4,1.7484347,1,1,3467
1s19_rdkit_ligand_07,PDB_1s19,699,7,8.665185559,0,1,3468
1s38_rdkit_ligand_01,PDB_1s38,700,1,0.219127641,1,1,3469
1s38_rdkit_ligand_03,PDB_1s38,700,3,5.842338171,0,1,3470
1s38_rdkit_ligand_04,PDB_1s38,700,4,4.93590644,0,1,3471
1s38_rdkit_ligand_06,PDB_1s38,700,6,5.750051237,0,1,3472
1s39_rdkit_ligand_01,PDB_1s39,701,1,0.248996988,1,1,3473
1s39_rdkit_ligand_03,PDB_1s39,701,3,4.563392735,0,1,3474
1s39_rdkit_ligand_04,PDB_1s39,701,4,1.576768029,1,1,3475
1s39_rdkit_ligand_06,PDB_1s39,701,6,5.122937406,0,1,3476
1s39_rdkit_ligand_09,PDB_1s39,701,9,6.715906125,0,1,3477
1s5z_rdkit_ligand_09,PDB_1s5z,702,9,8.155889396,0,1,3478
1s5z_rdkit_ligand_15,PDB_1s5z,702,15,8.488222551,0,1,3479
1s89_rdkit_ligand_01,PDB_1s89,703,1,0.874039219,1,1,3480
1s89_rdkit_ligand_03,PDB_1s89,703,3,1.172072239,1,1,3481
1s89_rdkit_ligand_10,PDB_1s89,703,10,1.829885121,1,1,3482
1sb1_rdkit_ligand_01,PDB_1sb1,704,1,8.822223022,0,1,3483
1sb1_rdkit_ligand_02,PDB_1sb1,704,2,8.711881208,0,1,3484
1sb1_rdkit_ligand_03,PDB_1sb1,704,3,5.950230299,0,1,3485
1sbg_rdkit_ligand_01,PDB_1sbg,705,1,0.84585487,1,1,3486
1sbg_rdkit_ligand_02,PDB_1sbg,705,2,7.377109218,0,1,3487
1sbg_rdkit_ligand_04,PDB_1sbg,705,4,9.655161202,0,1,3488
1sbg_rdkit_ligand_05,PDB_1sbg,705,5,8.96255191,0,1,3489
1sdt_rdkit_ligand_02,PDB_1sdt,706,2,1.294150472,1,1,3490
1sdt_rdkit_ligand_03,PDB_1sdt,706,3,5.473610137,0,1,3491
1sdt_rdkit_ligand_05,PDB_1sdt,706,5,5.692744614,0,1,3492
1sdt_rdkit_ligand_06,PDB_1sdt,706,6,9.138784401,0,1,3493
1sdu_rdkit_ligand_01,PDB_1sdu,707,1,10.1021822,0,1,3494
1sdu_rdkit_ligand_02,PDB_1sdu,707,2,9.899794051,0,1,3495
1sdu_rdkit_ligand_03,PDB_1sdu,707,3,9.609055673,0,1,3496
1sdu_rdkit_ligand_17,PDB_1sdu,707,17,1.518219996,1,1,3497
1sdu_rdkit_ligand_20,PDB_1sdu,707,20,1.927351061,1,1,3498
1sdv_rdkit_ligand_01,PDB_1sdv,708,1,6.044779715,0,1,3499
1sdv_rdkit_ligand_02,PDB_1sdv,708,2,9.675982234,0,1,3500
1sdv_rdkit_ligand_03,PDB_1sdv,708,3,9.864053522,0,1,3501
1sdv_rdkit_ligand_11,PDB_1sdv,708,11,1.327219441,1,1,3502
1sgu_rdkit_ligand_01,PDB_1sgu,709,1,5.012177453,0,1,3503
1sgu_rdkit_ligand_02,PDB_1sgu,709,2,10.2483913,0,1,3504
1sgu_rdkit_ligand_03,PDB_1sgu,709,3,5.6613961,0,1,3505
1sgu_rdkit_ligand_07,PDB_1sgu,709,7,1.556520557,1,1,3506
1siv_rdkit_ligand_01,PDB_1siv,710,1,0.883808196,1,1,3507
1siv_rdkit_ligand_03,PDB_1siv,710,3,1.155928399,1,1,3508
1siv_rdkit_ligand_04,PDB_1siv,710,4,11.04129648,0,1,3509
1siv_rdkit_ligand_07,PDB_1siv,710,7,4.994429617,0,1,3510
1siv_rdkit_ligand_08,PDB_1siv,710,8,1.740404628,1,1,3511
1siv_rdkit_ligand_11,PDB_1siv,710,11,5.216510143,0,1,3512
1sl3_rdkit_ligand_01,PDB_1sl3,711,1,8.988329615,0,1,3513
1sl3_rdkit_ligand_02,PDB_1sl3,711,2,0.916242326,1,1,3514
1sl3_rdkit_ligand_04,PDB_1sl3,711,4,8.277759334,0,1,3515
1sl3_rdkit_ligand_05,PDB_1sl3,711,5,5.075902362,0,1,3516
1sl3_rdkit_ligand_08,PDB_1sl3,711,8,1.55897494,1,1,3517
1sln_rdkit_ligand_01,PDB_1sln,712,1,7.728571491,0,1,3518
1sln_rdkit_ligand_02,PDB_1sln,712,2,7.449781669,0,1,3519
1sln_rdkit_ligand_03,PDB_1sln,712,3,7.831680666,0,1,3520
1sln_rdkit_ligand_08,PDB_1sln,712,8,1.385242465,1,1,3521
1sln_rdkit_ligand_13,PDB_1sln,712,13,1.49029789,1,1,3522
1so2_rdkit_ligand_01,PDB_1so2,713,1,4.687687692,0,1,3523
1so2_rdkit_ligand_02,PDB_1so2,713,2,4.88382082,0,1,3524
1so2_rdkit_ligand_05,PDB_1so2,713,5,1.023076732,1,1,3525
1so2_rdkit_ligand_09,PDB_1so2,713,9,4.583850179,0,1,3526
1so2_rdkit_ligand_10,PDB_1so2,713,10,1.333734969,1,1,3527
1sqa_rdkit_ligand_05,PDB_1sqa,714,5,1.382609781,1,1,3528
1sqa_rdkit_ligand_06,PDB_1sqa,714,6,1.021558029,1,1,3529
1sqa_rdkit_ligand_07,PDB_1sqa,714,7,5.828135526,0,1,3530
1sqa_rdkit_ligand_10,PDB_1sqa,714,10,1.022062447,1,1,3531
1sqa_rdkit_ligand_11,PDB_1sqa,714,11,1.880366891,1,1,3532
1sqa_rdkit_ligand_12,PDB_1sqa,714,12,9.789183745,0,1,3533
1sqa_rdkit_ligand_14,PDB_1sqa,714,14,6.06608391,0,1,3534
1sqa_rdkit_ligand_17,PDB_1sqa,714,17,1.439477795,1,1,3535
1sqi_rdkit_ligand_01,PDB_1sqi,715,1,1.112471587,1,1,3536
1sqi_rdkit_ligand_02,PDB_1sqi,715,2,1.10482045,1,1,3537
1sqi_rdkit_ligand_03,PDB_1sqi,715,3,1.938296717,1,1,3538
1sqi_rdkit_ligand_10,PDB_1sqi,715,10,1.948777193,1,1,3539
1sqi_rdkit_ligand_12,PDB_1sqi,715,12,1.73226028,1,1,3540
1sqi_rdkit_ligand_13,PDB_1sqi,715,13,11.10540231,0,1,3541
1sqi_rdkit_ligand_15,PDB_1sqi,715,15,9.579907561,0,1,3542
1sqi_rdkit_ligand_17,PDB_1sqi,715,17,9.58247429,0,1,3543
1sqo_rdkit_ligand_01,PDB_1sqo,716,1,0.647303406,1,1,3544
1sqo_rdkit_ligand_02,PDB_1sqo,716,2,0.96912801,1,1,3545
1sqo_rdkit_ligand_03,PDB_1sqo,716,3,0.723826153,1,1,3546
1sqo_rdkit_ligand_05,PDB_1sqo,716,5,6.736007542,0,1,3547
1sqo_rdkit_ligand_06,PDB_1sqo,716,6,6.717072108,0,1,3548
1sqo_rdkit_ligand_07,PDB_1sqo,716,7,5.912715865,0,1,3549
1sqt_rdkit_ligand_01,PDB_1sqt,717,1,1.39857779,1,1,3550
1sqt_rdkit_ligand_02,PDB_1sqt,717,2,5.855212265,0,1,3551
1sqt_rdkit_ligand_03,PDB_1sqt,717,3,6.876883512,0,1,3552
1sqt_rdkit_ligand_04,PDB_1sqt,717,4,6.869946045,0,1,3553
1sqt_rdkit_ligand_05,PDB_1sqt,717,5,1.309048303,1,1,3554
1sqt_rdkit_ligand_10,PDB_1sqt,717,10,1.972603641,1,1,3555
1sqt_rdkit_ligand_18,PDB_1sqt,717,18,1.654659834,1,1,3556
1sr7_rdkit_ligand_01,PDB_1sr7,718,1,1.327386885,1,1,3557
1sr7_rdkit_ligand_02,PDB_1sr7,718,2,1.993904017,1,1,3558
1sr7_rdkit_ligand_03,PDB_1sr7,718,3,1.816581845,1,1,3559
1sr7_rdkit_ligand_05,PDB_1sr7,718,5,1.627260467,1,1,3560
1sr7_rdkit_ligand_06,PDB_1sr7,718,6,7.409023244,0,1,3561
1sr7_rdkit_ligand_10,PDB_1sr7,718,10,7.305570296,0,1,3562
1sr7_rdkit_ligand_11,PDB_1sr7,718,11,7.348935834,0,1,3563
1sr7_rdkit_ligand_12,PDB_1sr7,718,12,1.946785541,1,1,3564
1srg_rdkit_ligand_01,PDB_1srg,719,1,6.623059295,0,1,3565
1srg_rdkit_ligand_02,PDB_1srg,719,2,6.814064592,0,1,3566
1srg_rdkit_ligand_03,PDB_1srg,719,3,1.35659733,1,1,3567
1srg_rdkit_ligand_04,PDB_1srg,719,4,6.955276422,0,1,3568
1srg_rdkit_ligand_05,PDB_1srg,719,5,1.789266462,1,1,3569
1sv3_rdkit_ligand_04,PDB_1sv3,720,4,4.661039301,0,1,3570
1sv3_rdkit_ligand_05,PDB_1sv3,720,5,4.642723349,0,1,3571
1sv3_rdkit_ligand_07,PDB_1sv3,720,7,4.812129173,0,1,3572
1sw1_rdkit_ligand_01,PDB_1sw1,721,1,1.94175001,1,1,3573
1sw1_rdkit_ligand_02,PDB_1sw1,721,2,1.943471585,1,1,3574
1sw1_rdkit_ligand_04,PDB_1sw1,721,4,0.673803458,1,1,3575
1sw1_rdkit_ligand_06,PDB_1sw1,721,6,1.582759141,1,1,3576
1sw1_rdkit_ligand_07,PDB_1sw1,721,7,1.986831875,1,1,3577
1sw2_rdkit_ligand_01,PDB_1sw2,722,1,0.351808719,1,1,3578
1sw2_rdkit_ligand_02,PDB_1sw2,722,2,0.8014575,1,1,3579
1sw2_rdkit_ligand_03,PDB_1sw2,722,3,0.796842362,1,1,3580
1sw2_rdkit_ligand_04,PDB_1sw2,722,4,0.402427323,1,1,3581
1sw2_rdkit_ligand_05,PDB_1sw2,722,5,1.323982251,1,1,3582
1swg_rdkit_ligand_03,PDB_1swg,723,3,0.516632304,1,1,3583
1swg_rdkit_ligand_04,PDB_1swg,723,4,1.291587492,1,1,3584
1swg_rdkit_ligand_06,PDB_1swg,723,6,4.868495918,0,1,3585
1swg_rdkit_ligand_07,PDB_1swg,723,7,6.524723481,0,1,3586
1swg_rdkit_ligand_08,PDB_1swg,723,8,7.147638338,0,1,3587
1swr_rdkit_ligand_01,PDB_1swr,724,1,0.787391739,1,1,3588
1swr_rdkit_ligand_02,PDB_1swr,724,2,1.347558255,1,1,3589
1swr_rdkit_ligand_06,PDB_1swr,724,6,5.958944574,0,1,3590
1swr_rdkit_ligand_07,PDB_1swr,724,7,1.57522298,1,1,3591
1swr_rdkit_ligand_13,PDB_1swr,724,13,6.49747627,0,1,3592
1swr_rdkit_ligand_14,PDB_1swr,724,14,6.615183917,0,1,3593
1swr_rdkit_ligand_15,PDB_1swr,724,15,1.95984899,1,1,3594
1syh_rdkit_ligand_01,PDB_1syh,725,1,0.280451632,1,1,3595
1syh_rdkit_ligand_02,PDB_1syh,725,2,5.591667367,0,1,3596
1syh_rdkit_ligand_03,PDB_1syh,725,3,1.414767347,1,1,3597
1syh_rdkit_ligand_05,PDB_1syh,725,5,5.660135433,0,1,3598
1syh_rdkit_ligand_06,PDB_1syh,725,6,4.634931905,0,1,3599
1syi_rdkit_ligand_01,PDB_1syi,726,1,0.265270118,1,1,3600
1syi_rdkit_ligand_02,PDB_1syi,726,2,1.531246647,1,1,3601
